index,movieId,title,genres
864,1476,Private Parts (1997),Comedy|Drama
865,1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
866,1480,Smilla's Sense of Snow (1997),Drama|Thriller
867,1483,Crash (1996),Drama|Thriller
868,1485,Liar Liar (1997),Comedy
869,1487,Selena (1997),Drama|Musical
870,1488,"Devil's Own, The (1997)",Action|Drama|Thriller
871,1498,Inventing the Abbotts (1997),Drama|Romance
872,1499,Anaconda (1997),Action|Adventure|Thriller
873,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
874,1503,8 Heads in a Duffel Bag (1997),Comedy
875,1513,Romy and Michele's High School Reunion (1997),Comedy
876,1515,Volcano (1997),Action|Drama|Thriller
877,1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
878,1518,Breakdown (1997),Action|Thriller
879,1526,Fathers' Day (1997),Comedy
880,1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
881,1535,Love! Valour! Compassion! (1997),Drama|Romance
882,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
883,1541,Addicted to Love (1997),Comedy|Romance
884,1542,Brassed Off (1996),Comedy|Drama|Romance
885,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
886,1552,Con Air (1997),Action|Adventure|Thriller
887,1554,"Pillow Book, The (1996)",Drama|Romance
888,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
889,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
890,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
891,1569,My Best Friend's Wedding (1997),Comedy|Romance
892,1573,Face/Off (1997),Action|Crime|Drama|Thriller
893,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
894,1581,Out to Sea (1997),Comedy
895,1584,Contact (1997),Drama|Sci-Fi
896,1586,G.I. Jane (1997),Action|Drama
897,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
898,1588,George of the Jungle (1997),Children|Comedy
899,1589,Cop Land (1997),Action|Crime|Drama|Thriller
900,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
901,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
902,1592,Air Bud (1997),Children|Comedy
903,1593,Picture Perfect (1997),Comedy|Romance
904,1594,In the Company of Men (1997),Comedy|Drama
905,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
906,1603,Mimic (1997),Horror|Sci-Fi|Thriller
907,1605,Excess Baggage (1997),Adventure|Romance
908,1608,Air Force One (1997),Action|Thriller
909,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
910,1611,My Own Private Idaho (1991),Drama|Romance
911,1612,"Kiss Me, Guido (1997)",Comedy
912,1614,In & Out (1997),Comedy
913,1615,"Edge, The (1997)",Adventure|Drama
914,1616,"Peacemaker, The (1997)",Action|Thriller|War
915,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
916,1619,Seven Years in Tibet (1997),Adventure|Drama|War
917,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
918,1623,Wishmaster (1997),Horror
919,1625,"Game, The (1997)",Drama|Mystery|Thriller
920,1627,U Turn (1997),Crime|Drama|Mystery
921,1629,"MatchMaker, The (1997)",Comedy|Romance
922,1633,Ulee's Gold (1997),Drama
923,1635,"Ice Storm, The (1997)",Drama
924,1639,Chasing Amy (1997),Comedy|Drama|Romance
925,1641,"Full Monty, The (1997)",Comedy|Drama
926,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
927,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
928,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller
929,1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
930,1647,Playing God (1997),Crime|Drama|Thriller
931,1648,"House of Yes, The (1997)",Comedy|Drama
932,1649,"Fast, Cheap & Out of Control (1997)",Documentary
933,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
934,1658,"Life Less Ordinary, A (1997)",Romance|Thriller
935,1663,Stripes (1981),Comedy|War
936,1665,Bean (1997),Comedy
937,1667,Mad City (1997),Action|Drama
938,1670,Welcome to Sarajevo (1997),Drama|War
939,1672,"Rainmaker, The (1997)",Drama
940,1673,Boogie Nights (1997),Drama
941,1674,Witness (1985),Drama|Romance|Thriller
942,1676,Starship Troopers (1997),Action|Sci-Fi
943,1678,"Joy Luck Club, The (1993)",Drama|Romance
944,1680,Sliding Doors (1998),Drama|Romance
945,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
946,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
947,1683,"Wings of the Dove, The (1997)",Drama|Romance
948,1684,Mrs. Dalloway (1997),Drama|Romance
949,1686,Red Corner (1997),Crime|Thriller
950,1687,"Jackal, The (1997)",Action|Thriller
951,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
952,1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
953,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
954,1693,Amistad (1997),Drama|Mystery
955,1694,"Apostle, The (1997)",Drama
956,1699,"Butcher Boy, The (1997)",Comedy|Drama
957,1701,Deconstructing Harry (1997),Comedy|Drama
958,1702,Flubber (1997),Children|Comedy|Fantasy
959,1703,For Richer or Poorer (1997),Comedy
960,1704,Good Will Hunting (1997),Drama|Romance
961,1707,Home Alone 3 (1997),Children|Comedy
962,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
963,1713,Mouse Hunt (1997),Children|Comedy
964,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
965,1719,"Sweet Hereafter, The (1997)",Drama
966,1721,Titanic (1997),Drama|Romance
967,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
968,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
969,1727,"Horse Whisperer, The (1998)",Drama|Romance
970,1729,Jackie Brown (1997),Crime|Drama|Thriller
971,1730,Kundun (1997),Drama
972,1732,"Big Lebowski, The (1998)",Comedy|Crime
973,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
974,1735,Great Expectations (1998),Drama|Romance
975,1747,Wag the Dog (1997),Comedy
976,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
977,1752,Hard Rain (1998),Action|Crime|Thriller
978,1753,Half Baked (1998),Comedy
979,1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
980,1760,Spice World (1997),Comedy
981,1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
982,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
983,1777,"Wedding Singer, The (1998)",Comedy|Romance
984,1779,Sphere (1998),Sci-Fi|Thriller
985,1784,As Good as It Gets (1997),Comedy|Drama|Romance
986,1785,King of New York (1990),Crime|Thriller
987,1792,U.S. Marshals (1998),Action|Crime|Thriller
988,1794,Love and Death on Long Island (1997),Comedy|Drama
989,1797,Everest (1998),Documentary|IMAX
990,1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
991,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
992,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
993,1810,Primary Colors (1998),Comedy|Drama
994,1821,"Object of My Affection, The (1998)",Comedy|Romance
995,1827,"Big One, The (1997)",Comedy|Documentary
996,1831,Lost in Space (1998),Action|Adventure|Sci-Fi
997,1833,Mercury Rising (1998),Action|Drama|Thriller
998,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
999,1835,City of Angels (1998),Drama|Fantasy|Romance
1000,1836,"Last Days of Disco, The (1998)",Comedy|Drama
1001,1845,Zero Effect (1998),Comedy|Mystery|Thriller
1002,1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1003,1855,Krippendorf's Tribe (1998),Comedy
1004,1856,Kurt & Courtney (1998),Documentary
1005,1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1006,1862,Species II (1998),Horror|Sci-Fi
1007,1863,Major League: Back to the Minors (1998),Comedy
1008,1865,Wild Man Blues (1997),Documentary
1009,1866,"Big Hit, The (1998)",Action|Comedy|Crime
1010,1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
1011,1875,Clockwatchers (1997),Comedy
1012,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1013,1882,Godzilla (1998),Action|Sci-Fi|Thriller
1014,1883,Bulworth (1998),Comedy|Drama|Romance
1015,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1016,1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1017,1887,Almost Heroes (1998),Adventure|Comedy|Western
1018,1888,Hope Floats (1998),Comedy|Drama|Romance
1019,1889,Insomnia (1997),Drama|Mystery|Thriller
1020,1892,"Perfect Murder, A (1998)",Thriller
1021,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1022,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1023,1897,High Art (1998),Drama|Romance
1024,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
1025,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1026,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1027,1911,Dr. Dolittle (1998),Comedy
1028,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1029,1913,Picnic at Hanging Rock (1975),Drama|Mystery
1030,1914,Smoke Signals (1998),Comedy|Drama
1031,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1032,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1033,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1034,1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1035,1921,Pi (1998),Drama|Sci-Fi|Thriller
1036,1923,There's Something About Mary (1998),Comedy|Romance
1037,1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1038,1927,All Quiet on the Western Front (1930),Action|Drama|War
1039,1929,Grand Hotel (1932),Drama|Romance
1040,1931,Mutiny on the Bounty (1935),Adventure|Drama
1041,1934,You Can't Take It with You (1938),Comedy|Romance
1042,1935,How Green Was My Valley (1941),Drama|Musical|Romance
1043,1938,"Lost Weekend, The (1945)",Drama
1044,1939,"Best Years of Our Lives, The (1946)",Drama|War
1045,1940,Gentleman's Agreement (1947),Drama
1046,1941,Hamlet (1948),Drama
1047,1942,All the King's Men (1949),Drama
1048,1943,"Greatest Show on Earth, The (1952)",Drama
1049,1944,From Here to Eternity (1953),Drama|Romance|War
1050,1945,On the Waterfront (1954),Crime|Drama
1051,1946,Marty (1955),Drama|Romance
1052,1947,West Side Story (1961),Drama|Musical|Romance
1053,1948,Tom Jones (1963),Adventure|Comedy|Romance
1054,1949,"Man for All Seasons, A (1966)",Drama
1055,1950,In the Heat of the Night (1967),Drama|Mystery
1056,1951,Oliver! (1968),Drama|Musical
1057,1952,Midnight Cowboy (1969),Drama
1058,1953,"French Connection, The (1971)",Action|Crime|Thriller
1059,1954,Rocky (1976),Drama
1060,1955,Kramer vs. Kramer (1979),Drama
1061,1956,Ordinary People (1980),Drama
1062,1957,Chariots of Fire (1981),Drama
1063,1958,Terms of Endearment (1983),Comedy|Drama
1064,1959,Out of Africa (1985),Drama|Romance
1065,1960,"Last Emperor, The (1987)",Drama
1066,1961,Rain Man (1988),Drama
1067,1962,Driving Miss Daisy (1989),Drama
1068,1963,Take the Money and Run (1969),Comedy|Crime
1069,1964,Klute (1971),Drama|Mystery
1070,1965,Repo Man (1984),Comedy|Sci-Fi
1071,1966,Metropolitan (1990),Comedy
1072,1967,Labyrinth (1986),Adventure|Fantasy|Musical
1073,1968,"Breakfast Club, The (1985)",Comedy|Drama
1074,1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1075,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1076,1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1077,1974,Friday the 13th (1980),Horror|Mystery|Thriller
1078,1975,Friday the 13th Part 2 (1981),Horror
1079,1976,Friday the 13th Part 3: 3D (1982),Horror
1080,1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
1081,1982,Halloween (1978),Horror
1082,1983,Halloween II (1981),Horror
1083,1984,Halloween III: Season of the Witch (1982),Horror
1084,1985,Halloween 4: The Return of Michael Myers (1988),Horror
1085,1991,Child's Play (1988),Horror|Thriller
1086,1992,Child's Play 2 (1990),Horror|Thriller
1087,1994,Poltergeist (1982),Horror|Thriller
1088,1995,Poltergeist II: The Other Side (1986),Horror|Thriller
1089,1997,"Exorcist, The (1973)",Horror|Mystery
1090,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1091,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1092,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1093,2003,Gremlins (1984),Comedy|Horror
1094,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
1095,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1096,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1097,2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1098,2010,Metropolis (1927),Drama|Sci-Fi
1099,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1100,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1101,2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1102,2014,Freaky Friday (1977),Children|Comedy|Fantasy
1103,2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1104,2017,Babes in Toyland (1961),Children|Fantasy|Musical
1105,2018,Bambi (1942),Animation|Children|Drama
1106,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1107,2020,Dangerous Liaisons (1988),Drama|Romance
1108,2021,Dune (1984),Adventure|Sci-Fi
1109,2022,"Last Temptation of Christ, The (1988)",Drama
1110,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1111,2025,Lolita (1997),Drama|Romance
1112,2026,Disturbing Behavior (1998),Horror|Thriller
1113,2027,Jane Austen's Mafia! (1998),Comedy|Crime
1114,2028,Saving Private Ryan (1998),Action|Drama|War
1115,2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1116,2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1117,2034,"Black Hole, The (1979)",Children|Sci-Fi
1118,2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1119,2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1120,2041,Condorman (1981),Action|Adventure|Children|Comedy
1121,2042,D2: The Mighty Ducks (1994),Children|Comedy
1122,2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1123,2045,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
1124,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1125,2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1126,2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1127,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1128,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1129,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1130,2059,"Parent Trap, The (1998)",Children|Comedy|Romance
1131,2060,BASEketball (1998),Comedy
1132,2064,Roger & Me (1989),Documentary
1133,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1134,2066,Out of the Past (1947),Film-Noir
1135,2067,Doctor Zhivago (1965),Drama|Romance|War
1136,2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1137,2069,"Trip to Bountiful, The (1985)",Drama
1138,2070,Tender Mercies (1983),Drama|Romance|Western
1139,2071,And the Band Played On (1993),Drama
1140,2072,"'burbs, The (1989)",Comedy
1141,2073,Fandango (1985),Comedy
1142,2076,Blue Velvet (1986),Drama|Mystery|Thriller
1143,2077,"Journey of Natty Gann, The (1985)",Adventure|Children
1144,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1145,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1146,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1147,2082,"Mighty Ducks, The (1992)",Children|Comedy
1148,2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1149,2084,Newsies (1992),Children|Musical
1150,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1151,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
1152,2088,Popeye (1980),Adventure|Comedy|Musical
1153,2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
1154,2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1155,2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
1156,2093,Return to Oz (1985),Adventure|Children|Fantasy
1157,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1158,2096,Sleeping Beauty (1959),Animation|Children|Musical
1159,2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
1160,2099,Song of the South (1946),Adventure|Animation|Children|Musical
1161,2100,Splash (1984),Comedy|Fantasy|Romance
1162,2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
1163,2105,Tron (1982),Action|Adventure|Sci-Fi
1164,2106,Swing Kids (1993),Drama|War
1165,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
1166,2108,L.A. Story (1991),Comedy|Romance
1167,2109,"Jerk, The (1979)",Comedy
1168,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1169,2111,"Man with Two Brains, The (1983)",Comedy
1170,2112,Grand Canyon (1991),Crime|Drama
1171,2114,"Outsiders, The (1983)",Drama
1172,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1173,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1174,2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1175,2118,"Dead Zone, The (1983)",Thriller
1176,2119,Maximum Overdrive (1986),Horror
1177,2120,Needful Things (1993),Drama|Horror
1178,2121,Cujo (1983),Horror|Thriller
1179,2122,Children of the Corn (1984),Horror|Thriller
1180,2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
1181,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
1182,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1183,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1184,2130,Atlantic City (1980),Crime|Drama|Romance
1185,2131,Autumn Sonata (Höstsonaten) (1978),Drama
1186,2132,Who's Afraid of Virginia Woolf? (1966),Drama
1187,2133,Adventures in Babysitting (1987),Adventure|Comedy
1188,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1189,2135,Doctor Dolittle (1967),Adventure|Children|Musical
1190,2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
1191,2137,Charlotte's Web (1973),Animation|Children
1192,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1193,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1194,2140,"Dark Crystal, The (1982)",Adventure|Fantasy
1195,2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1196,2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1197,2143,Legend (1985),Adventure|Fantasy|Romance
1198,2144,Sixteen Candles (1984),Comedy|Romance
1199,2145,Pretty in Pink (1986),Comedy|Drama|Romance
1200,2146,St. Elmo's Fire (1985),Drama|Romance
1201,2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
1202,2148,House (1986),Comedy|Fantasy|Horror
1203,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
1204,2151,"Gods Must Be Crazy II, The (1989)",Comedy
1205,2153,"Avengers, The (1998)",Action|Adventure
1206,2154,How Stella Got Her Groove Back (1998),Drama|Romance
1207,2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama
1208,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
1209,2160,Rosemary's Baby (1968),Drama|Horror|Thriller
1210,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1211,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1212,2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror
1213,2165,Your Friends and Neighbors (1998),Comedy|Drama
1214,2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller
1215,2167,Blade (1998),Action|Horror|Thriller
1216,2169,Dead Man on Campus (1998),Comedy
1217,2174,Beetlejuice (1988),Comedy|Fantasy
1218,2176,Rope (1948),Crime|Drama|Thriller
1219,2178,Frenzy (1972),Thriller
1220,2181,Marnie (1964),Drama|Mystery|Romance|Thriller
1221,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
1222,2184,"Trouble with Harry, The (1955)",Comedy|Mystery
1223,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1224,2188,54 (1998),Drama
1225,2193,Willow (1988),Action|Adventure|Fantasy
1226,2194,"Untouchables, The (1987)",Action|Crime|Drama
1227,2195,Dirty Work (1998),Comedy
1228,2202,Lifeboat (1944),Drama|War
1229,2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
1230,2206,Suspicion (1941),Film-Noir|Mystery|Thriller
1231,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
1232,2231,Rounders (1998),Drama
1233,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
1234,2236,Simon Birch (1998),Drama
1235,2240,My Bodyguard (1980),Drama
1236,2241,Class (1983),Comedy
1237,2243,Broadcast News (1987),Comedy|Drama|Romance
1238,2245,Working Girl (1988),Comedy|Drama|Romance
1239,2247,Married to the Mob (1988),Comedy
1240,2248,Say Anything... (1989),Comedy|Drama|Romance
1241,2249,My Blue Heaven (1990),Comedy
1242,2250,Men Don't Leave (1990),Drama
1243,2252,Hero (1992),Comedy|Drama
1244,2253,Toys (1992),Comedy|Fantasy
1245,2255,Young Doctors in Love (1982),Comedy
1246,2259,Blame It on Rio (1984),Comedy|Romance
1247,2262,About Last Night... (1986),Comedy|Drama|Romance
1248,2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
1249,2266,"Butcher's Wife, The (1991)",Comedy|Romance
1250,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
1251,2269,Indecent Proposal (1993),Drama|Romance
1252,2272,One True Thing (1998),Drama
1253,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
1254,2278,Ronin (1998),Action|Crime|Thriller
1255,2279,Urban Legend (1998),Horror|Thriller
1256,2280,Clay Pigeons (1998),Crime
1257,2282,Pecker (1998),Comedy|Drama
1258,2287,Them! (1954),Horror|Sci-Fi|Thriller
1259,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1260,2289,"Player, The (1992)",Comedy|Crime|Drama
1261,2290,Stardust Memories (1980),Comedy|Drama
1262,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
1263,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
1264,2296,"Night at the Roxbury, A (1998)",Comedy
1265,2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
1266,2300,"Producers, The (1968)",Comedy
1267,2301,History of the World: Part I (1981),Comedy|Musical
1268,2302,My Cousin Vinny (1992),Comedy
1269,2303,Nashville (1975),Drama|Musical
1270,2306,Holy Man (1998),Comedy
1271,2310,"Mighty, The (1998)",Drama
1272,2311,2010: The Year We Make Contact (1984),Sci-Fi
1273,2312,Children of a Lesser God (1986),Drama
1274,2313,"Elephant Man, The (1980)",Drama
1275,2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
1276,2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
1277,2318,Happiness (1998),Comedy|Drama
1278,2321,Pleasantville (1998),Comedy|Drama|Fantasy
1279,2322,Soldier (1998),Action|Sci-Fi|War
1280,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1281,2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
1282,2329,American History X (1998),Crime|Drama
1283,2331,Living Out Loud (1998),Comedy|Drama|Romance
1284,2333,Gods and Monsters (1998),Drama
1285,2334,"Siege, The (1998)",Action|Thriller
1286,2335,"Waterboy, The (1998)",Comedy
1287,2336,Elizabeth (1998),Drama
1288,2337,Velvet Goldmine (1998),Drama
1289,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1290,2340,Meet Joe Black (1998),Romance
1291,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
1292,2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
1293,2348,Sid and Nancy (1986),Drama
1294,2349,Mona Lisa (1986),Comedy|Thriller
1295,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
1296,2352,"Big Chill, The (1983)",Comedy|Drama
1297,2353,Enemy of the State (1998),Action|Thriller
1298,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
1299,2356,Celebrity (1998),Comedy
1300,2357,Central Station (Central do Brasil) (1998),Drama
1301,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
1302,2360,"Celebration, The (Festen) (1998)",Drama
1303,2361,Pink Flamingos (1972),Comedy
1304,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
1305,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
1306,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
1307,2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
1308,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1309,2371,Fletch (1985),Comedy|Crime|Mystery
1310,2372,Fletch Lives (1989),Comedy
1311,2373,Red Sonja (1985),Action|Adventure|Fantasy
1312,2374,Gung Ho (1986),Comedy|Drama
1313,2375,"Money Pit, The (1986)",Comedy
1314,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
1315,2378,Police Academy (1984),Comedy|Crime
1316,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
1317,2380,Police Academy 3: Back in Training (1986),Comedy|Crime
1318,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
1319,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
1320,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
1321,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
1322,2385,Home Fries (1998),Comedy|Romance
1323,2387,Very Bad Things (1998),Comedy|Crime
1324,2389,Psycho (1998),Crime|Horror|Thriller
1325,2390,Little Voice (1998),Comedy
1326,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
1327,2392,Jack Frost (1998),Children|Comedy|Drama
1328,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
1329,2394,"Prince of Egypt, The (1998)",Animation|Musical
1330,2395,Rushmore (1998),Comedy|Drama
1331,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
1332,2398,Miracle on 34th Street (1947),Comedy|Drama
1333,2401,Pale Rider (1985),Western
1334,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
